Status,Source Page,Source Row,Association,Challenge Name,OCR Name,OCR Association,Start Date,End Date,Golfers,Ranked Golfers,Scores Posted,Metric Source
Active,6,10,Texas Golf Association,Liberty Municipal Golf Course 2026 Summ... _,Liberty Municipal Golf Course 2026 Summ...,Texas Golf Association,2026-06-03,2026-08-31,19,9,60,full-page OCR | full-page OCR | full-page OCR
Active,6,11,Idaho Golf Association,Pleasant Valley Golf Course Challenge,Shadow Valley Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,63,22,189,full-page OCR | full-page OCR | full-page OCR
Active,6,12,Southern California Golf Association,‘26 -LosRebtos,SCGA Fall Classic '26 - Los Robles Greens,Southern California Golf Associ….,2026-08-17,2026-10-31,44,1,38,full-page OCR | full-page OCR | full-page OCR
Active,6,13,Montana State Golf Association,2026.GHIN Challanga @ Yellowstone Club... Montana,2026 GHIN Challenge @ Yellowstone Club..,Montana State Golf Association,2026-08-01,2026-08-31,43,9,84,full-page OCR | full-page OCR | full-page OCR
Active,6,14,Idaho Golf Association,River Bend Golf Course Challenge,River Bend Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,23,8,57,full-page OCR | full-page OCR | full-page OCR
Active,6,15,Texas Golf Association,Randolph Oaks Golf Course 2026 Summer...,Randolph Oaks Golf Course 2026 Summer ...,Texas Golf Association,2026-06-03,2026-08-31,69,47,579,full-page OCR | full-page OCR | full-page OCR
Active,6,16,Southern California Golf Association,all ‘26 - Anahsim Hil,SCGA Fall Classic '26 - Anaheim Hills,Southern California Golf Associ….,2026-08-17,2026-10-31,35,0,34,full-page OCR | corrected detail | full-page OCR
Active,6,17,Idaho Golf Association,Pinecrest Golf Course Challenge,Falcon Crest Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,83,42,399,full-page OCR | full-page OCR | full-page OCR
Active,6,18,GAP,Challenege at Ed Oliver Gc cap,GAP Challenege at Ed Oliver G C,GAP,2026-08-14,2026-09-28,16,6,40,full-page OCR | full-page OCR | full-page OCR
Active,6,19,Texas Golf Association,Lago Vista Golf Course 2026 Summer Chal...,Lago Vista Golf Course 2026 Summer Chal...,Texas Golf Association,2026-06-03,2026-08-31,30,21,194,full-page OCR | full-page OCR | full-page OCR
Active,6,20,Idaho Golf Association,Whitetail Golf Club Challenge,Old Trail Golf Club Challenge,Virginia State Golf Association,2026-08-01,2026-08-31,48,20,122,full-page OCR | full-page OCR | full-page OCR
Active,6,21,Idaho Golf Association,Rivers Edge Golf Club at Burley Challenge,Rivers Edge Golf Club at Burley_Challenge,Idaho Golf Association,2026-07-01,2026-08-31,25,18,165,full-page OCR | full-page OCR | full-page OCR
Active,6,22,Southern California Golf Association,‘SCGA Fall Classic ‘26 - El Prado,SCGA Fall Classic '26 - El Prado,Southern California Golf Associ…..,2026-08-17,2026-10-31,24,0,15,full-page OCR | corrected detail | full-page OCR
Active,6,23,Georgia State Golf Association,Magnolia / Azalea Challenge,Birch/Cedar Challenge,Idaho Golf Association,2026-07-01,2026-08-31,5,4,16,full-page OCR | full-page OCR | full-page OCR
Active,6,24,Idaho Golf Association,Elk Valley Resort Challenge,Elk Valley Resort Challenge,Idaho Golf Association,2026-07-01,2026-08-31,4,3,18,full-page OCR | full-page OCR | full-page OCR
Active,6,25,Texas Golf Association,Gabe Lozano Golf Course 2026 Summer C...,Gabe Lozano Golf Course 2026 Summer C...,Texas Golf Association,2026-06-01,2026-08-29,62,21,177,full-page OCR | full-page OCR | full-page OCR
Active,7,1,Texas Golf Association,"Quail Valley Golf Course, El Dorado Course...","Quail Valley Golf Course, El Dorado Course….",Texas Golf Association,2026-06-02,2026-08-30,102,40,472,full-page OCR | full-page OCR | full-page OCR
Active,7,2,Minnesota Golf Association,Emily Greens Golf Course Challenge,Baker National Golf Course Challenge,Minnesota Golf Association,2026-08-19,2026-10-01,34,2,38,full-page OCR | row-context OCR | full-page OCR
Active,7,3,Idaho Golf Association,TimberStone Golf Course Challenge,RedHawk Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,76,26,312,full-page OCR | full-page OCR | full-page OCR
Active,7,4,Idaho Golf Association,Jackpot Golf Course Challenge,Blackfoot Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,36,26,206,full-page OCR | full-page OCR | full-page OCR
Active,7,5,Iowa Golf Association,IGA GHIN - Dodge Rivers...,2026 IGA GHIN Throwdown - Dodge Rivers...,lowa Golf Association,2026-08-15,2026-09-15,13,1,15,full-page OCR | full-page OCR | full-page OCR
Active,7,6,Idaho Golf Association,Silver Sage Golf Course Challenge,Purple Sage Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,46,22,206,full-page OCR | full-page OCR | full-page OCR
Active,7,7,Virginia State Golf Association,London Downs Golf Course Challenge,GSGA GHIN Challenge,Georgia State Golf Association,2026-05-04,2026-08-31,69,26,381,full-page OCR | full-page OCR | full-page OCR
Active,7,8,Ohio Golf Association,July The Golf Club of Dublin Challenge,Cobbs Glen Challenge,Carolinas Golf Association,2026-08-01,2026-08-31,64,19,145,full-page OCR | full-page OCR | full-page OCR
Active,7,9,Idaho Golf Association,Centennial Golf Club Challenge,Whitetail Golf Club Challenge,Idaho Golf Association,2026-07-01,2026-08-31,40,26,211,full-page OCR | full-page OCR | full-page OCR
Active,7,10,Greater Cincinnati Golf Association,Aston Oaks Golf Club Challenge,Elkhorn Golf Club Challenge,Idaho Golf Association,2026-07-01,2026-08-31,55,35,347,full-page OCR | full-page OCR | full-page OCR
Active,7,11,Greater Cincinnati Golf Association,Stonelick Hills Golf Club Challenge,Lakeview Golf Club Challenge,Idaho Golf Association,2026-07-01,2026-08-31,95,71,651,full-page OCR | full-page OCR | full-page OCR
Active,7,12,Mass Golf,MEADOW AT PEABODY Challenge,THE MEADOW AT PEABODY Challenge,Mass Golf,2026-07-15,2026-08-31,125,37,266,full-page OCR | full-page OCR | full-page OCR
Active,7,13,Texas Golf Association,Gulf Winds Golf Course 2026 Summer Cha... _,Gulf Winds Golf Course 2026 Summer Cha...,Texas Golf Association,2026-06-01,2026-08-29,29,20,260,full-page OCR | full-page OCR | full-page OCR
Active,7,14,Greater Cincinnati Golf Association,Tri County Golf Ranch Challenge,93 Golf Ranch Challenge,Idaho Golf Association,2026-07-01,2026-08-31,38,26,315,full-page OCR | full-page OCR | full-page OCR
Active,7,15,Idaho Golf Association,Meadow Creek Golf Resort Challenge,Meadow Creek Golf Resort Challenge,Idaho Golf Association,2026-07-01,2026-08-31,26,15,114,full-page OCR | full-page OCR | full-page OCR
Active,7,16,Metropolitan Golf Association,chaltanga,South/North Challenge,Idaho Golf Association,2026-07-01,2026-08-31,16,7,55,full-page OCR | full-page OCR | full-page OCR
Active,7,17,Texas Golf Association,Eagle Pointe Golf Club 2026 Summer Chal...,Eagle Pointe Golf Club 2026 Summer Chall...,Texas Golf Association,2026-06-01,2026-08-29,73,48,488,full-page OCR | full-page OCR | full-page OCR
Active,7,18,Texas Golf Association,Los Lagos Golf Club 2026 Summer Challen...,Stonetree Golf Club 2026 Summer Challenge,Texas Golf Association,2026-06-03,2026-08-31,33,15,165,full-page OCR | full-page OCR | full-page OCR
Active,7,19,Greater Cincinnati Golf Association,Circling Hills Golf Course Challenge,Jefferson Hills Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,55,33,240,full-page OCR | full-page OCR | full-page OCR
Active,7,20,Texas Golf Association,The Champions Course at Weeks Park 202...,The Champions Course at Weeks Park 202...,Texas Golf Association,2026-06-03,2026-08-31,38,19,192,full-page OCR | full-page OCR | full-page OCR
Active,7,21,Alabama Golf Association,Lakeview Country Club Challenge,Preston Country Club Challenge,Idaho Golf Association,2026-07-01,2026-08-31,29,17,128,full-page OCR | full-page OCR | full-page OCR
Active,7,22,Idaho Golf Association,Purple Sage Golf Course Challenge,Silver Sage Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,13,10,122,full-page OCR | full-page OCR | full-page OCR
Active,7,23,Idaho Golf Association,Teton Reserve Challenge,Teton Reserve Challenge,Idaho Golf Association,2026-07-01,2026-08-31,51,27,200,full-page OCR | full-page OCR | full-page OCR
Active,7,24,Texas Golf Association,Cedar Crest Golf Course 2026 Summer Ch...,Cedar Crest Golf Course 2026 Summer Ch...,Texas Golf Association,2026-06-01,2026-08-29,194,40,398,full-page OCR | full-page OCR | full-page OCR
Active,7,25,Idaho Golf Association,Oregon Trail Country Club Challenge,Oregon Trail Country Club Challenge,Idaho Golf Association,2026-07-01,2026-08-31,20,16,168,full-page OCR | full-page OCR | full-page OCR
Active,8,1,Idaho Golf Association,Lakeview Golf Club Challenge,Centennial Golf Club Challenge,Idaho Golf Association,2026-07-01,2026-08-31,44,20,222,full-page OCR | full-page OCR | full-page OCR
Active,8,2,Idaho Golf Association,Twin Falls Golf Club Challenge,Twin Falls Golf Club Challenge,Idaho Golf Association,2026-07-01,2026-08-31,73,51,455,full-page OCR | full-page OCR | full-page OCR
Active,8,3,Southern California Golf Association,Fall Classe ‘26 - Industry Hills,SCGA Fall Classic '26 - Industry Hills,Southern California Golf Associ….,2026-08-17,2026-10-31,30,0,17,full-page OCR | corrected detail | full-page OCR
Active,8,4,Southern California Golf Association,‘SCGA Fall Classic ‘26 - La Mirada,SCGA Fall Classic '26 - La Mirada,Southern California Golf Associ.,2026-08-17,2026-10-31,25,0,18,full-page OCR | visual zero | full-page OCR
Active,8,5,Texas Golf Association,Hermann Park Golf Course 2026 Summer...,Hermann Park Golf Course 2026 Summer...,Texas Golf Association,2026-06-02,2026-08-30,89,25,208,full-page OCR | full-page OCR | full-page OCR
Active,8,6,Southern California Golf Association,‘SCGA Fall Classic ‘26 - Santa Anita,SCGA Fall Classic '26 - Santa Anita,Southern California Golf Associ..,2026-08-17,2026-10-31,32,1,36,full-page OCR | full-page OCR | full-page OCR
Active,8,7,Idaho Golf Association,Eagle Hills Golf Course Challenge,Eagle Hills Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,54,23,234,full-page OCR | full-page OCR | full-page OCR
Active,8,8,Southern California Golf Association,fall Classic'06 - Santa Barbara,SCGA Fall Classic '26 - Santa Barbara,Southern California Golf Associ.,2026-08-17,2026-10-31,36,1,29,full-page OCR | full-page OCR | full-page OCR
Active,8,9,Indiana Golf Association,Plum Creek Golf Club Challenge,Plum Creek Golf Club Challenge,Indiana Golf Association,2026-05-02,2026-08-31,67,26,399,full-page OCR | full-page OCR | full-page OCR
Active,8,10,Southern California Golf Association,Fall Classic ‘26 - Brookside,SCGA Fall Classic '26 - Brookside,Southern California Golf Associ….,2026-08-17,2026-10-31,20,0,3,full-page OCR | corrected detail | full-page OCR
Active,8,11,Texas Golf Association,Mineola Country Club 2026 Summer Chall...,Mineola Country_Club 2026 Summer Chall...,Texas Golf Association,2026-06-03,2026-08-31,30,20,174,full-page OCR | full-page OCR | full-page OCR
Active,8,12,Idaho Golf Association,Salmon Valley Golf Course Challenge,Salmon Valley Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,13,6,43,full-page OCR | full-page OCR | full-page OCR
Active,8,13,Idaho Golf Association,Quail Hollow Golf Course Challenge,Quail Hollow Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,74,31,313,full-page OCR | full-page OCR | full-page OCR
Active,8,14,Idaho Golf Association,Targhee Village Golf Course Challenge,Targhee Village Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,7,4,20,full-page OCR | full-page OCR | full-page OCR
Active,8,15,Minnesota Golf Association,The Wilderness At Fortune Bay Challenge,The Wilderness At Fortune Bay Challenge,Minnesota Golf Association,2026-05-26,2026-08-26,110,19,209,full-page OCR | full-page OCR | full-page OCR
Active,8,16,Southern California Golf Association,Fall Classic 26 - Soule Park,SCGA Fall Classic '26 - Soule Park,Southern California Golf Associ.,2026-08-17,2026-10-31,37,0,26,full-page OCR | corrected detail | full-page OCR
Active,8,17,Texas Golf Association,Hawks Creek Golf Club 2026 Summer Cha...,Hawks Creek Golf Club 2026 Summer Chal...,Texas Golf Association,2026-06-02,2026-08-30,148,33,332,full-page OCR | full-page OCR | full-page OCR
Active,8,18,Idaho Golf Association,Cascade Golf Course Challenge,TimberStone Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,57,27,259,full-page OCR | full-page OCR | full-page OCR
Active,8,19,Western Pennsylvania Golf Association,Totteridge Golf Course Challenge,Totteridge Golf Course Challenge,Western Pennsylvania Golf Asso….,2026-06-01,2026-09-01,161,28,371,full-page OCR | full-page OCR | full-page OCR
Active,8,20,Idaho Golf Association,Rolling Hills Golf Course Challenge,Rolling Hills Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,13,6,89,full-page OCR | full-page OCR | full-page OCR
Active,8,21,Texas Golf Association,Andrews County Golf Course 2026 Summe...,Andrews County_Golf Course 2026 Summe...,Texas Golf Association,2026-06-02,2026-08-30,31,9,76,full-page OCR | visual review | full-page OCR
Active,8,22,Idaho Golf Association,Highland Golf Course Challenge,Highland Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,44,22,159,full-page OCR | full-page OCR | full-page OCR
Active,8,23,Iowa Golf Association,IGA GHIN Throwdown Saddleback...,2026 IGA GHIN Throwdown - Saddleback...,lowa Golf Association,2026-08-15,2026-09-15,26,0,22,full-page OCR | corrected detail | full-page OCR
Active,8,24,Wyoming State / Colorado GA,Airport Golf Club Challenge,Bell Nob Golf Club Challenge,Wyoming State / Colorado GA,2026-08-01,2026-09-16,77,23,151,full-page OCR | full-page OCR | full-page OCR
Active,8,25,Southern California Golf Association,Fall Cassie 26 - Hil,SCGA Fall Classic '26 - Jurupa Hills,Southern California Golf Associ...,2026-08-17,2026-10-31,22,0,14,full-page OCR | corrected detail | full-page OCR
Active,9,1,Alabama Golf Association,Cypress Lakes Challenge,Seven Lakes Challenge,Carolinas Golf Association,2026-08-01,2026-08-31,58,29,170,full-page OCR | full-page OCR | full-page OCR
Active,9,2,Southern California Golf Association,S0GA fall Cfansic 26 - riith Cars,SCGA Fall Classic '26 - Griffith Park,Southern California Golf Associ..,2026-08-17,2026-10-31,31,0,25,full-page OCR | corrected detail | full-page OCR
Active,9,3,Montana State Golf Association,2026 GHIN Challenge @ Stillwater Golf Co...,2026 GHIN Challenge@University_of Mon….,Montana State Golf Association,2026-08-01,2026-08-31,4,2,8,visual review | visual review | visual review
Active,9,4,Idaho Golf Association,Canyon Springs Golf Course Challenge,Canyon Springs Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,29,11,82,full-page OCR | full-page OCR | full-page OCR
Active,9,5,Idaho Golf Association,River Park Golf Course Challenge,Pinecrest Golf Course Challenge,Idaho Golf Association,2026-07-01,2026-08-31,45,18,130,full-page OCR | full-page OCR | full-page OCR
Active,9,6,Montana State Golf Association,ROREGHINChallungy @stockEamm club...,2026 GHIN Challenge @ Stock Farm Club….,Montana State Golf Association,2026-08-01,2026-08-31,33,14,104,full-page OCR | full-page OCR | full-page OCR
Active,9,7,Idaho Golf Association,White Clouds Challenge,White Clouds Challenge,Idaho Golf Association,2026-07-01,2026-08-31,11,2,21,full-page OCR | full-page OCR | full-page OCR
Active,9,8,Idaho Golf Association,North/West Challenge,Ridgecrest Challenge,Idaho Golf Association,2026-07-01,2026-08-31,56,18,172,full-page OCR | full-page OCR | full-page OCR
Active,9,9,Georgia State Golf Association,GSGA GHIN Challenge,GSGA GHIN Challenge,Georgia State Golf Association,2026-05-04,2026-08-31,143,73,1065,full-page OCR | full-page OCR | full-page OCR
Active,9,10,Idaho Golf Association,Aspen/Birch Challenge,Aspen/Birch Challenge,Idaho Golf Association,2026-07-01,2026-08-31,68,37,298,full-page OCR | full-page OCR | full-page OCR
Active,9,11,Texas Golf Association,"Meadowbrook Country Club, Kilgore 2026...","Meadowbrook Country _Club, Kilgore 2026…..",Texas Golf Association,2026-06-01,2026-08-29,12,9,88,full-page OCR | full-page OCR | full-page OCR
Active,9,12,Texas Golf Association,Gaines County Golf Course 2026 Summer...,Gaines County Golf Course 2026 Summer...,Texas Golf Association,2026-06-02,2026-08-30,25,13,113,full-page OCR | full-page OCR | full-page OCR
Active,9,13,Idaho Golf Association,Clear Lake Country Club Challenge,Blue Lakes Country Club Challenge,Idaho Golf Association,2026-07-01,2026-08-31,47,37,247,full-page OCR | full-page OCR | full-page OCR
Completed,1,1,Carolinas Golf Association,Test Haracz Test Club Challenge,Test Haracz Test Club Challenge,Carolinas Golf Association,2025-10-02,2025-10-10,2,0,0,full-page OCR | corrected detail | corrected detail
